price,bedrooms,bathrooms,sqft_living,sqft_lot,yr_built,lat,long
704000,4,2.75,2510,12500,1976,47.6278,-122.11
607000,4,2,1490,4054,1926,47.6744,-122.301
580000,3,2.25,2190,8188,1978,47.6883,-122.113
875000,5,2.5,2530,8564,1976,47.5622,-122.153
230000,3,0.75,1040,15000,1941,47.7639,-122.234
510000,4,2.25,2450,62290,1976,47.7603,-122.074
733000,4,2.5,2210,5002,1977,47.6637,-122.401
169100,3,2,1050,18304,1953,47.3206,-122.269
250000,3,2,1050,18304,1953,47.3206,-122.269
500000,4,2.25,2730,35100,1977,47.5913,-122.012
700000,2,1,1620,9855,1948,47.5264,-122.384
379000,4,2.75,2410,5225,2001,47.4244,-122.151
650000,4,2.5,3420,222156,2002,47.3608,-121.97
480000,4,2.25,2330,14190,1962,47.718,-122.242
650000,3,1.75,1940,10245,1957,47.5833,-122.241
505000,2,2.5,1900,5065,2005,47.7175,-122.034
931088,4,2.5,3510,17400,1957,47.5963,-122.171
570000,4,1.75,1860,7700,1964,47.626,-122.112
475000,3,1,1380,4635,1919,47.57,-122.285
240000,6,1.75,2210,8594,1959,47.4594,-122.273
462000,4,2.5,2640,47480,1979,47.4258,-122.021
1120000,3,2.5,4530,22873,1912,47.4567,-122.369
660000,4,2.25,2010,15375,1957,47.5956,-122.174
1190000,2,1.75,2080,8112,1939,47.7134,-122.277
1680000,4,4.25,5584,68257,1998,47.6113,-121.952
6890000,6,7.75,9890,31374,2001,47.6305,-122.24
368000,3,2.5,2080,4307,2004,47.53,-121.848
811500,5,4.25,3970,4500,2004,47.5402,-122.069
275000,2,1,770,8149,1948,47.7406,-122.302
650000,4,2.5,2500,6005,2001,47.6922,-122.174
485000,3,2,2410,50654,1995,47.4154,-122.458
530000,3,2.5,2640,13775,1978,47.5875,-122.177
657000,4,1.75,2740,8520,1954,47.5445,-122.263
315000,4,2.75,1580,3770,2002,47.7368,-121.968
273000,4,1.5,2180,22870,1954,47.3187,-122.081
550000,3,2.75,1960,13252,1975,47.5582,-122.139
347000,2,2.25,1560,1705,2006,47.5482,-122.374
525000,5,2.75,2440,8000,1972,47.7283,-122.17
490000,3,1.5,990,1343,2007,47.6236,-122.306
500000,3,2.25,2210,7916,1978,47.7175,-122.339
926500,4,2.75,2900,17802,1981,47.7004,-122.229
465000,1,1,1020,3200,1927,47.6361,-122.343
200000,4,2,1900,8160,1975,47.2114,-121.986
1680000,6,4.75,5770,16747,1998,47.5512,-122.11
220500,2,1,990,57499,1949,47.4145,-122.463
329000,2,1,990,57499,1949,47.4145,-122.463
715000,3,4,2080,2250,1997,47.6598,-122.355
780000,3,4,2080,2250,1997,47.6598,-122.355
410000,2,1,1480,4080,1949,47.6842,-122.393
406000,3,1,1090,11292,1952,47.7429,-122.358
665000,4,2.5,2800,5900,1963,47.6809,-122.286
305000,2,1,1000,8212,1947,47.7444,-122.341
265000,3,2.5,1640,7668,1991,47.3505,-122.027
485000,4,1,1620,4080,1923,47.6696,-122.324
600000,3,2.5,2460,108900,1977,47.4824,-122
510000,2,1.5,1860,5100,1940,47.5573,-122.392
195000,2,1,1080,3899,1972,47.3792,-122.321
432500,3,1.75,1980,5100,1965,47.6911,-122.347
270000,3,2.5,1690,7165,1992,47.3498,-122.058
370000,2,1.5,1010,2102,1984,47.6374,-122.375
327500,3,2.5,2090,12027,1991,47.4084,-122.213
826000,2,1,1060,6120,1908,47.6739,-122.329
510000,3,1.75,1750,7020,1934,47.3264,-122.038
587750,2,1,890,4730,1941,47.6876,-122.341
449228,5,2.5,3020,24750,1965,47.5897,-122.179
565000,3,2.5,2030,217805,1999,47.3942,-122.515
660000,4,2.5,3170,186436,2000,47.4475,-122.034
612500,4,2,2060,5000,1949,47.6992,-122.379
560000,4,1.75,2120,6250,1917,47.5506,-122.385
727000,3,2.25,2180,4200,1939,47.6412,-122.302
224000,4,3,2300,7609,1976,47.2943,-122.227
1080000,4,2.5,4200,35267,1990,47.7108,-122.071
439000,3,2.25,1480,7565,1977,47.7288,-122.191
335000,3,1.5,2240,87625,1980,47.3043,-122.094
779000,4,1.5,2740,4912,1937,47.6523,-122.412
452000,5,1.75,1830,47916,1948,47.4881,-121.777
235000,3,1.75,1380,8362,1967,47.3121,-122.323
370000,3,1.75,1620,37913,1953,47.2875,-122.289
790000,4,3,3180,12070,1976,47.6371,-122.058
903000,2,1.5,1140,7800,1947,47.6142,-122.209
209950,3,1,970,9583,1967,47.3044,-122.366
309000,3,2.5,1780,7859,1988,47.3772,-122.045
440000,3,1.75,2240,8153,1948,47.7303,-122.329
571500,4,2.25,2810,25990,1959,47.2993,-122.293
514000,2,1,920,4000,1906,47.6711,-122.328
290000,2,1.75,1560,7575,2002,47.3776,-122.228
2580000,4,4.25,5540,15408,2006,47.6071,-122.212
1360000,3,2,2310,21318,1979,47.6381,-122.224
551000,4,1.5,1470,5100,1946,47.6769,-122.381
960000,4,2.5,3430,43560,1979,47.6426,-122.18
720000,5,2.5,2900,9525,1989,47.5442,-122.138
218000,3,1.75,1850,7684,1979,47.2975,-122.37
334950,4,2.5,2190,7000,1997,47.3718,-122.109
605000,4,2.25,2510,31584,1979,47.6153,-122.054
268500,4,1.75,1670,8000,1974,47.3193,-122.383
230000,3,1.75,1010,9600,1969,47.3828,-122.09
1340000,4,4,5050,202554,2000,47.5269,-121.922
245500,2,1.5,1430,9782,1955,47.441,-122.282
440000,3,2.25,1880,7989,1982,47.7077,-122.299
571500,4,2.75,2180,5799,1993,47.5702,-121.995
182500,3,2.25,1830,4744,1997,47.2734,-122.248
217000,2,1,970,5600,1951,47.5297,-122.277
335000,2,1.5,1170,5248,1941,47.5318,-122.374
339950,3,2.5,2140,7641,1979,47.5053,-122.186
340000,3,1.75,2230,10403,1968,47.4092,-122.295
582500,2,1,1140,23779,1966,47.6948,-122.172
298800,2,1,860,8189,1948,47.735,-122.306
317500,6,1.75,2540,8400,1977,47.4414,-122.129
598000,4,2.5,2420,5118,1926,47.5671,-122.378
375000,2,2.25,1640,2240,1980,47.7154,-122.341
465000,4,2.25,2550,7650,1996,47.5296,-122.342
551870,3,2.5,2507,18400,2006,47.2867,-122.27
263500,4,1.75,2210,6375,1977,47.3268,-122.328
1100000,4,4,3530,8400,1958,47.6402,-122.395
300000,2,1,1100,4010,1920,47.5296,-122.351
780000,4,1,3390,4500,1924,47.5824,-122.293
325000,3,1.5,1590,7936,1956,47.5201,-122.366
370000,2,1,820,6550,1949,47.5478,-122.381
715000,4,2.5,2370,10000,1974,47.6383,-122.099
356000,4,2,1600,12500,1938,47.4713,-122.355
329950,4,1.75,1740,7208,1976,47.4483,-122.13
429000,3,3.25,1410,1246,2005,47.6981,-122.34
510000,4,2.5,1620,8125,1983,47.6255,-122.059
550000,3,2.5,2360,4080,2003,47.6825,-122.038
467500,3,1,1830,6453,1956,47.7139,-122.288
615000,5,2,2130,4180,1926,47.575,-122.388
325000,2,1,990,15120,1953,47.7669,-122.206
219950,2,1,1010,4120,1907,47.488,-122.2
950000,3,1,1720,9830,1946,47.5905,-122.245
925000,3,1,1630,3200,1912,47.6351,-122.352
215000,3,1.5,1610,5304,1968,47.3632,-122.087
245000,3,2,1850,8208,1970,47.3109,-122.362
259000,3,1.75,1270,4815,1922,47.5495,-122.31
349950,4,1.5,1420,6720,1925,47.5518,-122.311
1570000,5,4.5,5220,67319,2001,47.7666,-122.128
600000,2,1,1410,4500,1939,47.6883,-122.384
405000,2,1.5,1170,1274,2001,47.6719,-122.381
625000,3,2.5,1860,10027,1993,47.6775,-122.165
430000,4,1,1620,37075,1943,47.5654,-121.929
1050000,4,2.5,2750,9949,1999,47.6595,-122.147
230000,3,1.75,1420,3000,1931,47.4928,-122.274
275000,4,1.75,2000,8700,1975,47.374,-122.141
403000,2,1,1100,3598,1926,47.5738,-122.313
550388,3,3,1720,70567,1966,47.4936,-122.069
415500,3,1.5,1240,12400,1958,47.607,-122.132
913000,3,1.75,2170,4000,1925,47.6546,-122.337
334998,2,1,1800,5182,1942,47.5508,-122.3
201500,3,1,1160,8320,1959,47.3831,-122.288
371000,3,1,890,7200,1951,47.71,-122.286
229950,4,2.5,2150,7670,1976,47.3942,-122.189
344900,4,2.5,2150,7670,1976,47.3942,-122.189
840000,3,2.5,2060,9715,1924,47.6961,-122.316
285000,3,1.5,1380,12196,1967,47.3204,-122.322
475000,4,2.25,1800,7200,1979,47.7717,-122.376
420000,2,1,1460,7832,1924,47.4617,-122.346
685000,3,2,2210,5000,1909,47.6754,-122.357
879000,4,3,3590,89640,2005,47.7557,-122.036
529950,3,1,1240,5000,1909,47.6755,-122.367
1090000,4,2.5,4340,141570,1992,47.6805,-122.048
792000,3,1.5,1570,1050,1915,47.6358,-122.356
262000,3,2.5,1680,10300,1994,47.314,-122.001
353900,3,1.75,1560,5760,1927,47.5272,-122.359
380000,1,1.5,1200,44866,1983,47.7205,-121.93
305000,3,2.5,1690,5175,2002,47.3564,-122.016
440000,4,2,2310,5004,1994,47.5471,-122.298
1010000,4,3.5,2650,3060,2001,47.6735,-122.332
678500,4,3,2620,214750,1992,47.4239,-122.068
270000,3,2.25,1760,8287,1986,47.4501,-122.274
430000,3,1,940,12521,1949,47.7169,-122.331
1930000,5,4.25,4830,8050,1914,47.5789,-122.286
790500,4,2.75,3350,5416,2014,47.6849,-122.016
447450,3,2.25,1570,7200,1991,47.7332,-122.232
375000,3,2,2240,5200,1954,47.6191,-122.296
565000,4,2,1950,9940,1963,47.6332,-122.118
400000,2,1,1010,3916,1918,47.5728,-122.306
329922,3,1.75,1420,6289,1967,47.7398,-122.314
1250000,5,3.25,3950,44431,1969,47.6451,-122.173
375000,3,1,1210,7425,1910,47.7125,-122.33
385000,3,1.75,1890,9920,1944,47.7327,-122.306
591500,4,2.5,1690,4080,1912,47.6825,-122.379
255000,4,2,2560,12155,1960,47.3326,-122.323
275000,3,1.5,1350,7800,1959,47.4805,-122.158
800000,4,2.75,3120,5000,2010,47.594,-122.062
327000,2,1,1140,7435,1952,47.73,-122.31
310000,2,1,1050,8220,1947,47.7598,-122.316
869000,5,3.25,4180,49222,1979,47.5488,-122.094
272000,3,2,1200,5700,1942,47.5031,-122.242
665000,5,2.25,3320,60984,2000,47.4862,-121.718
225000,3,2.5,1590,8449,1989,47.3493,-122.177
375000,3,2.5,2750,37096,1989,47.3732,-122.023
375500,3,1.5,1530,7200,1975,47.7691,-122.297
550000,3,1.75,1570,6500,1948,47.565,-122.398
248000,3,1,1470,7680,1946,47.5276,-122.359
680000,4,3,3150,6175,2001,47.5968,-122.017
350000,4,2.5,2380,6124,1997,47.3662,-122.175
593000,2,2.5,2000,2500,1994,47.5788,-122.396
390000,2,1,1140,8147,1958,47.7278,-122.289
297000,3,1,1340,18000,1924,47.4443,-122.509
355000,2,1,1450,9150,1965,47.4689,-122.277
309900,3,2.5,2020,26670,1987,47.2597,-122.31
257000,3,2.25,1810,12000,1992,47.3476,-122.3
1700000,4,3,3600,9687,1959,47.6257,-122.208
500000,3,2,1560,1156,2014,47.605,-122.304
900000,8,4,4020,7500,1968,47.6732,-122.363
695000,4,3,3150,9130,2001,47.5974,-122.017
213400,4,2.5,1680,6655,2001,47.3867,-122.191
425000,2,1,1320,8830,1939,47.6433,-122.404
420000,3,3,2700,47050,1986,47.4446,-122.104
411000,1,1,1080,5000,1948,47.6603,-122.394
762500,4,2.25,3130,41382,1986,47.6683,-122.034
569950,5,4.5,4850,40902,2001,47.3181,-122.344
499000,3,2.25,1780,3665,2004,47.5495,-121.997
310000,3,1,1250,10723,1961,47.4894,-122.135
398500,2,2.5,1780,1311,2005,47.6962,-122.34
250600,4,2.5,1930,8660,1981,47.3261,-122.26
352000,4,2.5,2470,6116,1985,47.3792,-122.047
600000,2,1,1180,2160,1909,47.6313,-122.368
645000,3,1,2270,4182,1946,47.688,-122.32
291500,4,2.5,1770,5000,2004,47.3503,-122.005
350000,4,1.75,2250,13515,1940,47.3789,-122.229
320000,2,1,820,5400,1940,47.6976,-122.375
495000,2,2,1580,5203,2004,47.7174,-122.032
490000,4,2.5,2430,42646,1989,47.6164,-121.953
770000,5,1.5,2160,5000,1926,47.6645,-122.36
215000,3,1.75,1770,29004,1959,47.3204,-122.364
665000,3,3.5,3580,95832,2005,47.4239,-122.015
423500,3,2.25,1890,7498,1987,47.73,-122.297
850000,3,3,1910,4800,1900,47.6572,-122.346
155000,2,1,910,6232,1943,47.5328,-122.272
780000,3,3.5,3310,5558,2005,47.5553,-122.003
165000,3,1.5,1630,22764,1970,47.3611,-122.293
707000,2,2.5,2130,5001,1972,47.6573,-122.399
497000,3,2.5,1220,1475,2000,47.6909,-122.395
349170,4,1.75,1670,8856,1955,47.5056,-122.251
287000,4,1.5,1300,10050,1963,47.4899,-122.116
2380000,4,2.5,3220,20251,1969,47.5692,-122.192
645000,4,2.5,2430,14400,1963,47.6202,-122.138
238000,5,2.25,2240,9652,1990,47.4249,-122.211
365000,2,1.5,790,1123,2003,47.651,-122.368
380000,3,1,1380,8147,1948,47.7407,-122.3
525000,4,1.5,1680,10500,1962,47.6806,-122.166
402000,4,2.25,2000,3672,1926,47.6769,-122.383
308000,2,1,1680,9250,1969,47.7618,-122.162
405000,3,2.5,1960,6997,2006,47.5415,-121.887
808000,3,1.75,2590,32380,1951,47.7539,-122.37
875000,4,3.5,3790,6874,2010,47.6956,-122.022
860000,3,2.5,2370,55321,1982,47.6148,-122.057
604000,6,3.5,2580,13572,1987,47.6796,-122.113
230000,2,0.75,890,19703,1934,47.4922,-121.783
435000,4,2.75,2160,8148,1978,47.7261,-122.306
347500,4,2.5,1970,7098,2007,47.3576,-122.058
525000,4,1.75,1570,16697,1981,47.671,-122.135
280000,2,1.5,1480,15641,1940,47.5008,-122.366
490000,2,1.5,1480,15641,1940,47.5008,-122.366
265000,4,1.75,1430,5490,1942,47.494,-122.184
645000,4,2.25,2720,18295,1979,47.5851,-122.073
267500,3,2.5,1400,7629,1988,47.3788,-122.179
1280000,4,3.5,5844,10766,2007,47.3293,-122.364
404000,4,1.75,1840,10720,1958,47.6074,-122.125
380000,3,2.25,2530,12042,1989,47.3742,-122.125
812500,4,2.75,2810,10300,1978,47.5626,-122.149
265000,3,1,1020,8610,1959,47.4974,-122.169
480000,5,2.75,2550,7725,1967,47.5388,-122.171
264000,1,1,710,4725,1939,47.7328,-122.34
1350000,5,3,5530,38816,1969,47.7352,-122.116
615000,2,1.5,880,2400,1929,47.6144,-122.295
464000,3,1.75,1630,28600,1967,47.7742,-122.14
365000,3,1,1380,30940,1976,47.334,-122.106
490000,4,2.25,2800,10800,1977,47.7448,-122.177
280927,4,2.25,2070,7350,1977,47.3615,-122.274
282613,2,1,830,6017,1954,47.7466,-122.334
675000,3,2.25,2770,15886,1982,47.7464,-122.362
575550,4,2.5,2060,7475,1985,47.7272,-122.105
259900,3,2,1490,7770,1990,47.3686,-122.09
487500,4,2.5,2810,6296,2013,47.5019,-122.151
275000,4,2.25,2400,17842,1973,47.2866,-122.217
305000,3,2.5,2460,5027,2002,47.372,-122.102
395000,3,1.75,2030,217800,1977,47.2618,-122.12
215000,3,1,880,7648,1940,47.1963,-121.997
410000,3,2,1320,6000,1920,47.5752,-122.304
440000,4,2.5,2160,7826,1976,47.7754,-122.276
1160000,4,3.5,4190,15724,1994,47.5518,-122.096
500000,4,2,2280,7200,1956,47.7132,-122.355
825000,4,2.25,2770,9340,1979,47.5628,-122.081
734000,3,1.75,2145,3840,1910,47.6875,-122.357
490000,4,4.25,4480,5715,2003,47.373,-122.179
175000,4,2.5,1780,6000,1991,47.3828,-122.302
190000,1,1,720,4800,1914,47.5303,-122.27
305000,4,2.25,2050,12581,1978,47.3215,-122.204
1300000,3,1,2040,7936,1940,47.7028,-122.385
417000,2,1,920,6600,1919,47.5452,-122.27
275000,2,1,680,4190,1906,47.6901,-122.358
435000,4,2.75,2230,9640,1998,47.7269,-122.325
788000,5,2.25,2910,9454,1972,47.5871,-122.173
1800000,5,3.25,5270,17232,1977,47.5536,-122.228
408000,5,3.25,2820,6589,1906,47.5357,-122.273
570000,2,1,1790,3760,1912,47.5926,-122.293
1540000,5,3.25,2920,6960,1953,47.6712,-122.272
400000,2,1,840,5510,1955,47.5247,-122.391
247000,3,1.75,1820,8740,1987,47.3074,-122.385
453000,3,1.75,1550,7200,1949,47.7071,-122.314
675000,4,1.75,2460,5750,1919,47.5601,-122.378
516200,3,2,2110,5150,1919,47.5521,-122.271
650000,1,1,920,91476,1996,47.448,-122.472
257100,3,1.5,1500,10227,1945,47.2043,-121.996
457000,2,2,1440,9985,2006,47.7217,-122.03
540000,3,1.75,1610,3478,1929,47.6774,-122.372
268000,3,1.75,1970,10270,1966,47.3619,-122.285
300000,3,1,1150,7314,1960,47.6246,-122.113
380000,2,2.5,2110,114127,1975,47.4137,-122.212
249000,3,1,1000,19204,1968,47.3167,-122.081
274000,5,1,1680,9383,1929,47.7523,-122.311
1780000,4,3.25,3950,10912,2003,47.5877,-122.196
396500,3,1.75,2390,7149,1955,47.7244,-122.326
460000,2,1.5,1820,7800,1956,47.7513,-122.357
277000,3,1,1100,8536,1957,47.5162,-122.261
449500,6,4,2280,5275,1998,47.5556,-122.294
785950,4,3,2530,4560,1925,47.6287,-122.3
545000,3,2.5,1940,9775,1975,47.7142,-122.222
165000,3,2.5,1660,2415,1983,47.3763,-122.148
435000,2,1,800,5000,1906,47.6751,-122.372
642000,3,2.5,2670,10082,1987,47.6359,-122.045
340000,3,2.5,1720,4120,1999,47.4319,-122.328
730000,4,2.5,3550,35689,1991,47.7503,-122.074
563250,3,1.75,1370,2800,1982,47.6157,-122.291
675000,5,2.5,2820,67518,1979,47.5794,-122.025
620000,3,1.5,1620,6630,1954,47.6948,-122.394
275000,2,2,1290,9041,1956,47.5346,-122.291
325000,4,2.5,2040,5472,2003,47.3337,-122.189
476100,4,2.5,1850,1836,2005,47.5529,-121.996
700000,2,1,1300,12000,1959,47.6366,-122.229
220000,4,2,1620,5200,1978,47.3629,-122.091
236000,3,1.75,1560,10919,1975,47.2917,-122.366
790000,3,2.5,2600,4750,1951,47.6833,-122.4
350000,3,1,2010,6000,1967,47.5515,-122.298
130000,2,1,780,5300,1941,47.513,-122.354
283200,4,2.5,1982,6406,2004,47.3636,-122.192
599000,5,2.25,2460,8710,1976,47.6651,-122.15
460000,4,2.5,2680,11998,1960,47.337,-122.321
1160000,4,4.25,5860,52889,1996,47.7245,-122.095
385000,4,1.75,1720,8750,1971,47.726,-122.21
264250,3,1,1420,7420,1944,47.4949,-122.239
608000,3,2.5,1760,1472,2006,47.6473,-122.374
450000,3,2.5,2790,48994,1984,47.3487,-122.088
1760000,3,2,2360,4800,1909,47.6317,-122.312
339950,5,2,1890,6050,1944,47.5018,-122.242
350000,2,1,1160,5395,1940,47.7007,-122.354
541500,3,1.75,2320,55847,1960,47.3121,-122.253
730000,6,2.75,3280,16449,1963,47.5914,-122.134
215000,3,1,980,5600,1949,47.5308,-122.361
420000,3,2,1640,9972,1977,47.5812,-122.002
655000,4,2.25,2060,8470,1983,47.5605,-122.124
240000,3,2.5,1500,10652,1981,47.4015,-122.176
730000,4,2,2360,6000,1939,47.6534,-122.41
390000,4,1.5,1940,12100,1962,47.6892,-122.164
698000,4,3.5,3630,5670,1970,47.5189,-122.206
511000,3,2.5,1820,4883,2005,47.7355,-122.224
358000,2,1.5,960,1808,1993,47.6183,-122.298
499990,3,1.75,1630,8400,1955,47.5983,-122.149
322000,4,2.25,1940,10200,1960,47.4253,-122.283
201000,3,1,980,9682,1969,47.4136,-122.207
765000,4,2.5,3140,16200,1988,47.4363,-122.342
920000,4,2.75,2880,5750,1928,47.5874,-122.387
360000,4,2,1650,7552,1977,47.7765,-122.324
399000,3,1,860,9403,1942,47.6815,-122.173
400000,3,1,1430,10005,1950,47.7181,-122.338
230000,3,1.75,1260,10164,1964,47.4752,-122.133
290000,3,1,960,4560,1968,47.5539,-122.365
323800,3,2.5,2060,7658,2003,47.2923,-122.36
574500,4,1.5,1430,6380,1930,47.7014,-122.313
505000,3,2.25,1670,1596,2002,47.6474,-122.396
372500,2,1,880,10950,1944,47.7332,-122.352
425000,3,1.5,1300,19163,1964,47.6686,-122.153
330000,2,0.75,520,6862,1924,47.326,-122.037
608095,3,2.5,2680,17707,1983,47.7031,-122.224
550000,3,2.5,2140,10136,1958,47.5602,-122.184
265000,4,2.5,1820,16103,2004,47.3553,-122.196
399888,4,2.25,1820,8255,1930,47.723,-122.337
430000,2,1,1050,2570,1927,47.6764,-122.366
554990,3,2.5,2100,6092,2013,47.7508,-122.239
359950,3,2.5,2210,6280,2003,47.35,-122.043
405000,2,1,860,2599,1901,47.675,-122.379
479950,4,2.25,2570,11070,1966,47.4507,-122.152
575000,5,1.75,2980,53578,1976,47.4908,-122.059
392000,4,2.25,2360,7733,1983,47.4403,-122.137
760500,4,2.25,2310,36136,1977,47.7506,-122.122
435000,3,2.5,2300,9521,2003,47.7447,-121.976
1570000,4,2.75,2810,8570,1993,47.6159,-122.211
261000,4,1.5,2040,10488,1961,47.4557,-122.269
1480000,3,2.25,3290,5000,1939,47.6582,-122.28
853800,7,4,2960,2665,1927,47.5835,-122.313
331950,4,2.5,2530,9933,1990,47.2654,-122.216
514000,3,1.75,1720,5899,1986,47.5399,-122.385
496000,3,3.5,3090,27598,1995,47.3541,-122.453
1090000,4,2.5,3930,21894,1987,47.7209,-122.128
195700,3,1,1120,5200,1976,47.3638,-122.088
1400000,4,2.25,3960,8640,1925,47.6317,-122.304
1180000,4,3.25,4060,20822,1991,47.7213,-122.055
643403,3,2.5,2350,9648,1966,47.6156,-122.108
357000,4,2.5,2380,7066,1997,47.3982,-122.172
905000,3,2.5,2930,9280,1988,47.6335,-122.151
265000,3,1.5,1290,7100,1954,47.4227,-122.332
535000,2,2.5,2730,7246,1998,47.512,-122.175
450000,3,1,1290,5440,1929,47.6951,-122.367
460500,4,2.5,2170,7533,1991,47.5057,-122.149
315000,4,1.75,1850,8580,1960,47.4877,-122.24
607500,4,2.5,2110,13939,1978,47.6431,-122.113
432000,2,1,960,3235,1916,47.661,-122.344
1700000,3,4,3910,5350,1933,47.6393,-122.408
475000,5,2.75,3080,6600,2002,47.4501,-122.122
415000,3,1,1630,8146,1952,47.7293,-122.29
450000,2,1,910,5000,1914,47.683,-122.374
1140000,3,2.5,2780,33503,1969,47.5844,-122.081
430000,5,3,3880,8432,2004,47.4806,-122.176
296000,3,1.75,1360,10742,1971,47.4351,-122.173
303000,4,2.25,2560,8927,1976,47.34,-122.271
641000,4,2.5,2600,6015,2004,47.5971,-122.031
280000,3,2.25,1220,5739,1984,47.6952,-122.326
601000,4,2.5,2080,5191,2001,47.5978,-122.017
255000,3,1.5,1490,6604,1918,47.4683,-122.351
555000,4,2.75,2020,10720,1976,47.6373,-122.104
865000,3,1.5,1530,10827,1955,47.6354,-122.234
1390000,4,2.5,3450,17400,1964,47.5969,-122.206
315000,3,2.25,1400,31626,1987,47.3029,-122.069
200000,2,1,1730,9610,1962,47.2956,-122.285
357000,3,1,1370,6450,1948,47.7195,-122.288
390000,2,1.5,1050,934,2007,47.6029,-122.309
174500,2,1,1010,5200,1955,47.4166,-122.323
305000,2,1,1210,7140,1921,47.7225,-122.349
449000,5,1.75,1720,14040,1956,47.7365,-122.339
260000,3,2,2710,5000,1951,47.5188,-122.373
751000,4,2.5,3110,6142,2004,47.701,-122.111
370037,2,1,1250,9270,1948,47.7284,-122.339
229950,3,1.75,1900,8910,1988,47.2769,-122.145
349000,3,1.75,1740,7682,1978,47.4451,-122.126
348000,4,2.5,2070,3808,2003,47.4498,-122.12
510000,4,3,3610,18948,1993,47.2911,-122.342
265000,3,1.5,1520,6805,1981,47.2907,-122.367
1250000,3,2.75,2780,4815,1974,47.6569,-122.286
937500,4,4,5545,871200,2003,47.676,-121.882
485000,3,1.75,2590,8384,1971,47.7739,-122.199
489000,4,1,1150,5217,1951,47.6806,-122.287
400000,2,1,920,5120,1952,47.5569,-122.394
638000,3,2.5,2110,3600,2005,47.665,-122.082
440000,3,1.75,1170,8740,1968,47.6849,-122.117
649950,6,2,1900,8240,1964,47.7037,-122.296
680000,4,2.5,3290,6012,2005,47.5961,-121.98
629000,4,2.5,2660,22050,1996,47.4911,-122.125
555000,3,2.5,2160,7584,1988,47.5751,-122.014
669000,4,2.75,2700,35362,1976,47.7628,-122.094
272000,3,2.5,1980,6608,1994,47.2642,-122.213
270000,4,2.25,2600,9900,1965,47.4881,-122.237
215000,3,1,1280,9775,1964,47.3262,-122.334
690000,3,1.5,1710,17707,1947,47.5393,-122.216
255000,3,2.25,1890,7314,1981,47.4121,-122.172
550000,7,4,3440,8100,1970,47.6981,-122.349
410000,3,1,1190,5280,1957,47.5131,-122.383
410000,2,1,1030,4366,1912,47.5311,-122.384
259000,3,1.75,1240,4000,1986,47.4728,-122.191
292000,3,1,1730,21183,1955,47.5024,-122.332
1650000,4,3.5,4610,12500,2003,47.6508,-122.203
518000,5,1,1590,5000,1929,47.5752,-122.381
485000,3,2.5,1760,3097,1992,47.5764,-121.996
354000,4,2.5,2340,5420,2003,47.3773,-122.029
999950,3,2.25,3740,22464,1966,47.6354,-122.196
464500,3,1.75,1150,10466,1959,47.5531,-122.177
300000,3,2.5,1750,4200,2005,47.3605,-122.04
1080000,3,2.75,3890,7216,1967,47.5445,-122.266
309950,4,2.5,1770,6666,1989,47.2877,-122.349
315000,3,1,1160,3700,1909,47.5651,-122.359
499950,3,1,1440,5580,1908,47.6898,-122.326
780000,4,2,2600,4800,1953,47.637,-122.371
500000,2,1,1010,3885,1906,47.6224,-122.304
329000,3,2,1840,6755,1989,47.3512,-122.305
246000,4,1.75,1720,7455,1963,47.4669,-122.182
405000,3,1.5,1280,9600,1960,47.6922,-122.163
349000,4,1.75,1700,7800,1981,47.4801,-122.158
374950,4,2.5,1980,12062,1992,47.4038,-122.167
306000,3,2,1160,7217,1969,47.7279,-122.227
416000,4,1.75,1980,7840,1961,47.6226,-122.115
560000,3,2.5,1960,12476,1989,47.5315,-122.172
306500,3,2.25,2060,38377,1978,47.2752,-122.319
299950,3,1.75,1980,11274,1968,47.4474,-122.167
265500,3,2.5,1450,8977,1990,47.2576,-122.214
219000,3,1.5,1200,12000,1986,47.268,-122.245
365000,3,1.75,1830,17349,1977,47.7427,-122.109
499000,3,2,2090,42689,1959,47.3497,-121.944
366000,3,1.75,1510,8301,1967,47.7243,-122.222
514950,3,2.25,1310,1264,2014,47.6987,-122.366
875000,4,2.75,3790,10669,1999,47.5976,-121.983
689900,4,3.25,2740,7266,2003,47.5346,-122.066
315000,3,2.5,1660,10763,1994,47.3812,-122.029
355000,0,0,2460,8049,1990,47.4095,-122.168
336500,3,1,1480,7284,1963,47.7757,-122.353
1100000,3,2.75,2640,4050,1926,47.6332,-122.281
375000,6,2,1900,8057,1959,47.762,-122.335
289275,3,2,2860,24046,1985,47.7718,-121.904
455000,4,3.5,3440,6000,2002,47.4077,-122.331
505000,3,1.75,1640,10695,1975,47.7145,-122.222
567500,3,2.5,2300,7398,2001,47.5369,-121.876
265000,3,1.5,1460,8505,1955,47.4402,-122.195
340000,3,2,1570,14992,2001,47.6965,-121.922
375000,3,2,1540,8885,1939,47.7403,-121.984
920000,6,3,3300,4218,1970,47.6557,-122.344
850000,4,2.25,2130,11843,1972,47.5358,-122.225
202000,3,1,1010,9750,1969,47.3244,-122.144
725000,4,3,2420,12000,1984,47.7267,-122.063
900000,3,3.25,3870,33980,1991,47.5589,-122.117
216500,3,1,1170,9000,1918,47.2109,-121.987
325000,3,1.5,1890,7650,1966,47.3454,-122.314
675000,3,2.5,2250,4134,2004,47.6651,-122.084
435000,2,0.75,750,16321,1936,47.6985,-122.229
